,Index,Preferred_scientific_name,International_common_name,ISC_content,Plant_pest,_5,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL,native,introduced,invasive,present
10,10,Adiantum raddianum, delta maidenhair fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, Polypodiales, Pteridaceae, https://www.cabi.org/isc/datasheet/3237,"['Costa Rica', 'Dominica', 'Jamaica', 'Mexico', 'Nicaragua', 'Trinidad and Tobago', 'Argentina', 'Bolivia', 'Brazil', '-Bahia', '-Ceara', '-Espirito Santo', '-Goias', '-Mato Grosso', '-Minas Gerais', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Santa Catarina', '-Sao Paulo', 'Colombia', 'Ecuador', 'Paraguay', 'Peru', 'Uruguay', 'Venezuela']","['Eswatini', 'Mauritius', 'Réunion', 'South Africa', 'Tanzania', 'Indonesia', 'Singapore', 'Sri Lanka', '-Azores', '-Madeira', '-Canary Islands', '-Hawaii', 'French Polynesia', 'Kiribati', 'New Zealand', 'Papua New Guinea']",[],"['Eswatini', 'Mauritius', 'Réunion', 'South Africa', 'Tanzania', 'Indonesia', 'Singapore', 'Sri Lanka', 'Portugal', '-Azores', '-Madeira', 'Spain', '-Canary Islands', 'Costa Rica', 'Dominica', 'Jamaica', 'Mexico', 'Nicaragua', 'Trinidad and Tobago', 'United States', '-Hawaii', 'French Polynesia', 'Kiribati', 'New Zealand', 'Papua New Guinea', 'Argentina', 'Bolivia', 'Brazil', '-Bahia', '-Ceara', '-Espirito Santo', '-Goias', '-Mato Grosso', '-Minas Gerais', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Santa Catarina', '-Sao Paulo', 'Colombia', 'Ecuador', 'Paraguay', 'Peru', 'Uruguay', 'Venezuela']"
11,11,Angiopteris evecta, king fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, , , Marattiaceae, https://www.cabi.org/isc/datasheet/22973091,"['-Irian Jaya', 'Singapore', 'American Samoa', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', 'Cook Islands', 'Federated States of Micronesia', '-Kosrae', '-Pohnpei', '-Yap', 'French Polynesia', 'Guam', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Palau', 'Papua New Guinea', 'Pitcairn', 'Samoa', 'Solomon Islands', 'Tonga']","['Madagascar', 'Hong Kong', '-Java', '-Maluku Islands', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Costa Rica', 'Cuba', 'Jamaica', 'Mexico', 'United States', '-California', '-Florida', '-Hawaii']",[],"['Madagascar', 'Bangladesh', 'Hong Kong', 'India', 'Indonesia', '-Irian Jaya', '-Java', '-Maluku Islands', 'Laos', 'Malaysia', 'Myanmar', 'Singapore', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Costa Rica', 'Cuba', 'Jamaica', 'Mexico', 'United States', '-California', '-Florida', '-Hawaii', 'American Samoa', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', 'Cook Islands', 'Federated States of Micronesia', '-Kosrae', '-Pohnpei', '-Yap', 'French Polynesia', 'Guam', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Palau', 'Papua New Guinea', 'Pitcairn', 'Samoa', 'Solomon Islands', 'Tonga']"
12,12,Azolla cristata, , Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Azollaceae, https://www.cabi.org/isc/datasheet/121923,['United States'],"['South Africa', 'India', '-Jammu and Kashmir']",[],"['South Africa', 'India', '-Jammu and Kashmir', 'United States', 'Argentina']"
13,13,Azolla filiculoides, water fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Azollaceae, https://www.cabi.org/isc/datasheet/8119,"['Spain', '-British Columbia', 'Costa Rica', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', '-Alabama', '-Alaska', '-Arizona', '-California', '-Florida', '-Illinois', '-Louisiana', '-Mississippi', '-Nevada', '-Oregon', '-Texas', '-Utah', '-Washington', '-Wisconsin', 'Argentina', 'Bolivia', 'Brazil', '-Amazonas', '-Para', '-Rio Grande do Sul', '-Sao Paulo', 'Chile', 'Colombia', 'Ecuador', 'French Guiana', 'Paraguay', 'Peru', 'Uruguay', 'Venezuela']","['Burundi', 'Ghana', 'Kenya', 'Malawi', 'Mozambique', 'Rwanda', 'South Africa', 'Tanzania', 'Uganda', 'Zambia', 'Zimbabwe', 'China', 'Iran', 'Japan', 'Belgium', 'Bulgaria', 'Czechoslovakia', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Netherlands', 'Portugal', 'Romania', 'United Kingdom', 'Trinidad and Tobago', '-Hawaii', 'Australia', '-Victoria', 'New Zealand']",[],"['Burundi', 'Egypt', 'Ghana', 'Kenya', 'Malawi', 'Mozambique', 'Rwanda', 'South Africa', 'Tanzania', 'Uganda', 'Zambia', 'Zimbabwe', 'China', 'India', 'Iran', 'Israel', 'Japan', 'Turkey', 'Belgium', 'Bulgaria', 'Croatia', 'Czechia', 'Czechoslovakia', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', '-Sardinia', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Russia', '-Central Russia', 'Spain', 'Sweden', 'Ukraine', 'United Kingdom', 'Canada', '-British Columbia', 'Costa Rica', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Trinidad and Tobago', 'United States', '-Alabama', '-Alaska', '-Arizona', '-California', '-Florida', '-Hawaii', '-Illinois', '-Louisiana', '-Mississippi', '-Nevada', '-Oregon', '-Texas', '-Utah', '-Washington', '-Wisconsin', 'Australia', '-Victoria', 'New Zealand', 'Argentina', 'Bolivia', 'Brazil', '-Amazonas', '-Para', '-Rio Grande do Sul', '-Sao Paulo', 'Chile', 'Colombia', 'Ecuador', 'French Guiana', 'Paraguay', 'Peru', 'Uruguay', 'Venezuela']"
14,14,Blechnum appendiculatum, palm fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Pteridopsida, , Blechnaceae, https://www.cabi.org/isc/datasheet/118974,"['Costa Rica', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Trinidad and Tobago', '-Florida', 'Argentina', 'Bolivia', 'Brazil', '-Amazonas', '-Bahia', '-Ceara', '-Espirito Santo', '-Goias', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Para', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Roraima', '-Santa Catarina', '-Sao Paulo', 'Chile', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Venezuela']","['-Hawaii', '-Texas']",[],"['Belize', 'Costa Rica', 'Cuba', 'Dominican Republic', 'El Salvador', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Mexico', 'Nicaragua', 'Panama', 'Trinidad and Tobago', 'U.S. Virgin Islands', 'United States', '-Florida', '-Hawaii', '-Texas', 'Argentina', 'Bolivia', 'Brazil', '-Amazonas', '-Bahia', '-Ceara', '-Espirito Santo', '-Goias', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Para', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Roraima', '-Santa Catarina', '-Sao Paulo', 'Chile', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Venezuela']"
15,15,Christella dentata, soft fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/113279,"['Angola', 'Benin', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Comoros', 'Congo, Democratic Republic of the', 'Congo, Republic of the', ""Côte d'Ivoire"", 'Equatorial Guinea', 'Eswatini', 'Ethiopia', 'Gabon', 'Ghana', 'Kenya', 'Liberia', 'Madagascar', 'Mayotte', 'Morocco', 'Mozambique', 'Rwanda', 'Senegal', 'Sierra Leone', 'South Africa', 'Tanzania', 'Togo', 'Uganda', 'Zambia', 'Zimbabwe', '-Yunnan', '-Himachal Pradesh', '-Uttarakhand', 'Indonesia', 'Malaysia', 'Philippines', 'Singapore', 'Thailand', 'Yemen', 'Portugal', 'Spain', '-Canary Islands', 'American Samoa', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Victoria', '-Western Australia', 'Fiji', 'French Polynesia', 'Guam', 'New Zealand', 'Norfolk Island', 'Papua New Guinea', 'Tonga', 'Chile', 'Colombia', 'Ecuador', 'Paraguay', 'Peru']","['Japan', 'Antigua and Barbuda', 'Belize', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Kentucky', '-Louisiana', '-Mississippi', '-Texas', 'Argentina', 'Bolivia', '-Goias', '-Mato Grosso do Sul', '-Minas Gerais', '-Parana', '-Sao Paulo', 'Venezuela']",[],"['Angola', 'Benin', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Comoros', 'Congo, Democratic Republic of the', 'Congo, Republic of the', ""Côte d'Ivoire"", 'Equatorial Guinea', 'Eswatini', 'Ethiopia', 'Gabon', 'Ghana', 'Kenya', 'Liberia', 'Madagascar', 'Mayotte', 'Morocco', 'Mozambique', 'Rwanda', 'Senegal', 'Sierra Leone', 'South Africa', 'Tanzania', 'Togo', 'Uganda', 'Zambia', 'Zimbabwe', 'China', '-Yunnan', 'India', '-Himachal Pradesh', '-Uttarakhand', '-West Bengal', 'Indonesia', 'Japan', 'Malaysia', 'Philippines', 'Singapore', 'Thailand', 'Yemen', 'Greece', '-Crete', 'Portugal', 'Spain', '-Canary Islands', 'Antigua and Barbuda', 'Belize', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'United States', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Kentucky', '-Louisiana', '-Mississippi', '-Texas', 'American Samoa', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Victoria', '-Western Australia', 'Fiji', 'French Polynesia', 'Guam', 'New Zealand', 'Norfolk Island', 'Papua New Guinea', 'Tonga', 'Argentina', 'Bolivia', 'Brazil', '-Goias', '-Maranhao', '-Mato Grosso do Sul', '-Minas Gerais', '-Parana', '-Sao Paulo', 'Chile', 'Colombia', 'Ecuador', 'Paraguay', 'Peru', 'Venezuela']"
16,16,Cyathea cooperi, australian tree fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Cyatheaceae, https://www.cabi.org/isc/datasheet/17261,"['-New South Wales', '-Queensland']","['Mauritius', 'Réunion', '-Azores', '-Florida', '-Hawaii', '-Oregon', '-Western Australia', 'French Polynesia', 'New Caledonia', 'New Zealand']",[],"['Mauritius', 'Réunion', 'Portugal', '-Azores', 'United States', '-Florida', '-Hawaii', '-Oregon', 'Australia', '-New South Wales', '-Queensland', '-Western Australia', 'French Polynesia', 'New Caledonia', 'New Zealand']"
17,17,Cyclosorus parasiticus, parasitic maiden fern, Full, Yes, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/120368,"['Kenya', 'Madagascar', 'Saint Helena', 'Uganda', '-Guangdong', 'India', '-Sumatra', 'Japan', '-Bonin Islands', '-Ryukyu Islands', 'Malaysia', '-Peninsular Malaysia', '-Sabah', '-Sarawak', 'Philippines', 'Singapore', 'South Korea', 'Sri Lanka', 'Thailand', 'Vietnam', 'American Samoa', '-Queensland', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'Guam', 'New Caledonia', 'Norfolk Island', 'Papua New Guinea', 'Pitcairn', 'Samoa']",['-Hawaii'],[],"['Kenya', 'Madagascar', 'Saint Helena', 'Uganda', 'China', '-Guangdong', 'India', 'Indonesia', '-Sumatra', 'Japan', '-Bonin Islands', '-Ryukyu Islands', 'Malaysia', '-Peninsular Malaysia', '-Sabah', '-Sarawak', 'Philippines', 'Singapore', 'South Korea', 'Sri Lanka', 'Thailand', 'Vietnam', 'United States', '-Hawaii', 'American Samoa', 'Australia', '-Queensland', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'Guam', 'New Caledonia', 'New Zealand', 'Norfolk Island', 'Papua New Guinea', 'Pitcairn', 'Samoa', '-Galapagos Islands']"
18,18,Cyrtomium falcatum, Japanese holly fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Dryopteridaceae, https://www.cabi.org/isc/datasheet/17203,"['China', '-Fujian', '-Guangdong', '-Hubei', '-Jiangsu', '-Liaoning', '-Shandong', '-Zhejiang', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'North Korea', 'South Korea', 'Taiwan', 'Vietnam', 'French Polynesia']","['Madagascar', 'Réunion', 'South Africa', 'Croatia', 'Ireland', 'Italy', 'Netherlands', 'Portugal', '-Azores', '-Madeira', 'Romania', 'Spain', 'Switzerland', 'United Kingdom', 'Bermuda', '-Alabama', '-Arkansas', '-California', '-Florida', '-Georgia', '-Hawaii', '-Louisiana', '-Mississippi', '-New Jersey', '-New York', '-North Carolina', '-Ohio', '-Oregon', '-South Carolina', '-Texas', '-Virginia', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Norfolk Island', 'Argentina']",[],"['Madagascar', 'Réunion', 'South Africa', 'China', '-Fujian', '-Guangdong', '-Hubei', '-Jiangsu', '-Liaoning', '-Shandong', '-Zhejiang', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'North Korea', 'South Korea', 'Taiwan', 'Vietnam', 'Croatia', 'Czechia', 'Ireland', 'Italy', '-Sicily', 'Netherlands', 'Portugal', '-Azores', '-Madeira', 'Romania', 'Spain', '-Canary Islands', 'Switzerland', 'United Kingdom', 'Bermuda', 'United States', '-Alabama', '-Arkansas', '-California', '-Connecticut', '-Florida', '-Georgia', '-Hawaii', '-Louisiana', '-Mississippi', '-New Jersey', '-New York', '-North Carolina', '-Ohio', '-Oregon', '-South Carolina', '-Texas', '-Virginia', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'French Polynesia', 'New Zealand', 'Norfolk Island', 'Argentina']"
19,19,Deparia petersenii subsp. petersenii, Petersen’s lady fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Dryopteridaceae, https://www.cabi.org/isc/datasheet/113835,"['Cambodia', '-Guangdong', '-Hainan', '-Sichuan', '-Yunnan', 'Hong Kong', 'India', '-Irian Jaya', '-Java', '-Lesser Sunda Islands', '-Maluku Islands', '-Sulawesi', '-Sumatra', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', 'Laos', 'Myanmar', 'Nepal', 'Philippines', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Fiji', 'Papua New Guinea']","['Réunion', '-Azores', '-Madeira', '-Alabama', '-Florida', '-Georgia', '-Hawaii', '-Louisiana', '-Mississippi', 'New Zealand', '-Espirito Santo', '-Minas Gerais', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Santa Catarina', '-Sao Paulo']",[],"['Réunion', 'Cambodia', 'China', '-Guangdong', '-Hainan', '-Sichuan', '-Yunnan', 'Hong Kong', 'India', 'Indonesia', '-Irian Jaya', '-Java', '-Lesser Sunda Islands', '-Maluku Islands', '-Sulawesi', '-Sumatra', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', 'Laos', 'Myanmar', 'Nepal', 'Philippines', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Portugal', '-Azores', '-Madeira', 'United States', '-Alabama', '-Florida', '-Georgia', '-Hawaii', '-Louisiana', '-Mississippi', 'Fiji', 'New Zealand', 'Papua New Guinea', 'Brazil', '-Espirito Santo', '-Minas Gerais', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Santa Catarina', '-Sao Paulo']"
20,20,Diplazium esculentum, vegetable fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, Polypodiales, Athyriaceae, https://www.cabi.org/isc/datasheet/93234022,"['Bangladesh', 'Cambodia', 'China', '-Anhui', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hunan', '-Jiangxi', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'Hong Kong', 'India', '-Arunachal Pradesh', '-Assam', '-Himachal Pradesh', '-Kerala', '-Sikkim', '-Uttarakhand', '-West Bengal', 'Indonesia', 'Japan', '-Kyushu', 'Laos', 'Malaysia', 'Philippines', 'Singapore', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Papua New Guinea']","['Nigeria', 'South Africa', 'Zimbabwe', 'United States', '-California', '-Florida', '-Hawaii', '-Louisiana', '-Mississippi', '-Texas', 'Australia', '-Queensland', 'New Zealand', 'Peru']",[],"['Nigeria', 'South Africa', 'Zimbabwe', 'Bangladesh', 'Cambodia', 'China', '-Anhui', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hunan', '-Jiangxi', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'Hong Kong', 'India', '-Arunachal Pradesh', '-Assam', '-Himachal Pradesh', '-Kerala', '-Sikkim', '-Uttarakhand', '-West Bengal', 'Indonesia', 'Japan', '-Kyushu', 'Laos', 'Malaysia', 'Myanmar', 'Nepal', 'Philippines', 'Singapore', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'United States', '-California', '-Florida', '-Hawaii', '-Louisiana', '-Mississippi', '-Texas', 'American Samoa', 'Australia', '-Queensland', 'Fiji', 'New Zealand', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Vanuatu', 'Peru']"
21,21,Equisetum arvense, field horsetail, Full, Yes, Plants, Eukaryota, Plantae, Pteridophyta, Equisetopsida, , Equisetaceae, https://www.cabi.org/isc/datasheet/21621,[],[],[],"['Madagascar', 'Mauritius', 'China', 'India', 'Iran', 'Japan', 'North Korea', 'Pakistan', 'South Korea', 'Turkey', 'Belgium', 'Czechoslovakia', 'Federal Republic of Yugoslavia', 'Finland', 'France', 'Germany', 'Iceland', 'Italy', 'Lithuania', 'Netherlands', 'Poland', 'Romania', 'Russia', 'Spain', 'Sweden', 'Switzerland', 'United Kingdom', 'Canada', '-Ontario', 'United States', '-Alabama', '-Alaska', '-Arizona', '-Arkansas', '-California', '-Georgia', '-New Mexico', '-Texas', 'New Zealand', 'Argentina', 'Brazil', 'Chile']"
22,22,Lygodium japonicum, Japanese climbing fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Schizaeaceae, https://www.cabi.org/isc/datasheet/31783,"['Bangladesh', 'Bhutan', 'Cambodia', 'China', '-Anhui', '-Chongqing', '-Fujian', '-Gansu', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Henan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Shaanxi', '-Shanghai', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'India', '-Arunachal Pradesh', '-Assam', '-Jammu and Kashmir', '-Maharashtra', '-Manipur', '-Meghalaya', '-Mizoram', '-Nagaland', '-Punjab', 'Indonesia', '-Java', '-Lesser Sunda Islands', '-Maluku Islands', '-Sulawesi', '-Sumatra', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'Laos', 'Malaysia', '-Sabah', 'Myanmar', 'Nepal', 'North Korea', 'Pakistan', 'Philippines', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Papua New Guinea']","['South Africa', 'Singapore', 'Puerto Rico', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Hawaii', '-Mississippi', '-North Carolina', '-Oklahoma', '-South Carolina', '-Tennessee', '-Texas', '-New South Wales', '-Northern Territory', '-Queensland']",['-Louisiana'],"['South Africa', 'Bangladesh', 'Bhutan', 'Cambodia', 'China', '-Anhui', '-Chongqing', '-Fujian', '-Gansu', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Henan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Shaanxi', '-Shanghai', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'India', '-Arunachal Pradesh', '-Assam', '-Jammu and Kashmir', '-Maharashtra', '-Manipur', '-Meghalaya', '-Mizoram', '-Nagaland', '-Punjab', 'Indonesia', '-Java', '-Lesser Sunda Islands', '-Maluku Islands', '-Sulawesi', '-Sumatra', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'Laos', 'Malaysia', '-Sabah', 'Myanmar', 'Nepal', 'North Korea', 'Pakistan', 'Philippines', 'Singapore', 'South Korea', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Puerto Rico', 'United States', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Hawaii', '-Kentucky', '-Louisiana', '-Mississippi', '-North Carolina', '-Oklahoma', '-South Carolina', '-Tennessee', '-Texas', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', 'Papua New Guinea']"
23,23,Lygodium microphyllum, old world climbing fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Schizaeaceae, https://www.cabi.org/isc/datasheet/110270,"['Angola', 'Burundi', 'Cameroon', 'Congo, Republic of the', ""Côte d'Ivoire"", 'Gabon', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Liberia', 'Mozambique', 'Nigeria', 'Senegal', 'Sierra Leone', 'South Africa', 'Tanzania', 'Uganda', 'Zambia', 'Zimbabwe', 'Brunei', 'Cambodia', 'China', '-Fujian', '-Guangdong', '-Guangxi', '-Yunnan', 'Hong Kong', 'India', 'Indonesia', 'Japan', '-Ryukyu Islands', 'Malaysia', '-Peninsular Malaysia', '-Sabah', '-Sarawak', 'Myanmar', 'Nepal', 'Philippines', 'Singapore', 'Taiwan', 'Thailand', 'Vietnam', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-Western Australia', 'Federated States of Micronesia', 'Fiji', 'Guam', 'Northern Mariana Islands', 'Palau', 'Papua New Guinea', 'Solomon Islands']","['United States', '-Florida', 'Guyana']",[],"['Angola', 'Burundi', 'Cameroon', 'Congo, Republic of the', ""Côte d'Ivoire"", 'Gabon', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Liberia', 'Mozambique', 'Nigeria', 'Senegal', 'Sierra Leone', 'South Africa', 'Tanzania', 'Uganda', 'Zambia', 'Zimbabwe', 'Brunei', 'Cambodia', 'China', '-Fujian', '-Guangdong', '-Guangxi', '-Yunnan', 'Hong Kong', 'India', 'Indonesia', 'Japan', '-Ryukyu Islands', 'Malaysia', '-Peninsular Malaysia', '-Sabah', '-Sarawak', 'Myanmar', 'Nepal', 'Philippines', 'Singapore', 'Taiwan', 'Thailand', 'Vietnam', 'United States', '-Florida', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-Western Australia', 'Federated States of Micronesia', 'Fiji', 'Guam', 'Northern Mariana Islands', 'Palau', 'Papua New Guinea', 'Solomon Islands', 'Guyana']"
24,24,Macrothelypteris torresiana, swordfern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/115457,"['Madagascar', 'Mauritius', '-Rodrigues', 'Réunion', 'Bhutan', 'China', '-Anhui', '-Chongqing', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Henan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'India', '-Kerala', 'Indonesia', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'Laos', 'Malaysia', 'Myanmar', 'Nepal', 'Philippines', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Australia', '-Northern Territory', '-Queensland', 'French Polynesia', 'New Zealand', 'Samoa']","['Bahamas', 'Belize', 'Costa Rica', 'Cuba', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Lucia', 'Trinidad and Tobago', 'United States', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Kentucky', '-Louisiana', '-Mississippi', '-South Carolina', '-Texas', 'Argentina', 'Bolivia', 'Brazil', '-Alagoas', '-Bahia', '-Ceara', '-Distrito Federal', '-Espirito Santo', '-Goias', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Paraiba', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Norte', '-Rio Grande do Sul', '-Rondonia', '-Santa Catarina', '-Sao Paulo', '-Tocantins', 'Colombia', 'Ecuador', '-Galapagos Islands', 'Paraguay', 'Peru', 'Venezuela']",[],"['Madagascar', 'Mauritius', '-Rodrigues', 'Réunion', 'South Africa', 'Bangladesh', 'Bhutan', 'China', '-Anhui', '-Chongqing', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Henan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Sichuan', '-Tibet', '-Yunnan', '-Zhejiang', 'India', '-Kerala', 'Indonesia', 'Japan', '-Honshu', '-Kyushu', '-Ryukyu Islands', '-Shikoku', 'Laos', 'Malaysia', 'Myanmar', 'Nepal', 'Philippines', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Bahamas', 'Belize', 'Costa Rica', 'Cuba', 'El Salvador', 'Guatemala', 'Honduras', 'Mexico', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Lucia', 'Trinidad and Tobago', 'United States', '-Alabama', '-Arkansas', '-Florida', '-Georgia', '-Hawaii', '-Kentucky', '-Louisiana', '-Mississippi', '-South Carolina', '-Texas', 'Australia', '-Northern Territory', '-Queensland', 'French Polynesia', 'New Zealand', 'Samoa', 'Argentina', 'Bolivia', 'Brazil', '-Alagoas', '-Bahia', '-Ceara', '-Distrito Federal', '-Espirito Santo', '-Goias', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Paraiba', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Norte', '-Rio Grande do Sul', '-Rondonia', '-Santa Catarina', '-Sao Paulo', '-Tocantins', 'Colombia', 'Ecuador', '-Galapagos Islands', 'Paraguay', 'Peru', 'Venezuela']"
